chr	start	end	nSNPs	anc	intSize
chr1	21147741	21147743	1	plat	2
chr1	21148075	21148077	1	plat	2
chr1	21148793	21148795	1	plat	2
chr1	21148879	21148881	1	plat	2
chr1	21149197	21149199	1	plat	2
chr1	21149749	21149751	1	pmex	2
chr1	21149756	21149758	1	plat	2
chr1	21149869	21149871	1	plat	2
chr1	21150230	21150232	1	pmex	2
chr1	21150239	21150254	4	pmex	15
chr1	21151395	21151397	1	plat	2
chr1	21151397	21151399	1	plat	2
chr1	21154237	21154239	1	plat	2
chr1	21155066	21155068	1	plat	2
chr1	21155873	21155875	1	plat	2
chr1	21156044	21156473	3	plat	429
chr1	21156785	21156787	1	plat	2
chr1	21158522	21158524	1	plat	2
chr1	21159151	21159153	1	plat	2
chr1	21159850	21159852	1	plat	2
chr1	21160583	21160585	1	plat	2
chr1	21160751	21160753	1	plat	2
chr1	21161697	21161699	1	pmex	2
chr1	21161706	21161708	1	pmex	2
chr1	21162583	21162585	1	plat	2
chr1	21163912	21163914	1	plat	2
chr1	21164435	21164437	1	plat	2
chr1	21165501	21165503	1	plat	2
chr1	21165960	21165962	1	plat	2
chr1	21166128	21166130	1	plat	2
chr1	21166520	21166522	1	plat	2
chr1	21166524	21166526	1	plat	2
chr1	21166566	21166568	1	plat	2
chr1	21167314	21167316	1	plat	2
chr1	21167752	21167754	1	plat	2
chr1	21167872	21167874	1	plat	2
chr1	21167921	21167923	1	plat	2
chr1	21168419	21168421	1	plat	2
chr1	21169190	21169192	1	plat	2
chr1	21170938	21170940	1	plat	2
chr1	21172138	21172140	1	plat	2
chr1	21172903	21172905	1	plat	2
chr1	21172971	21172973	1	plat	2
chr1	21173266	21173268	1	plat	2
chr1	21173313	21173315	1	plat	2
chr1	21173389	21173391	1	plat	2
chr1	21173400	21173402	1	plat	2
chr1	21173644	21173646	1	plat	2
chr1	21174917	21174919	1	pmex	2
chr1	21174973	21174975	1	plat	2
chr1	21175877	21175889	4	plat	12
chr1	21176563	21176565	1	plat	2
chr1	21176576	21176578	1	plat	2
chr1	21176656	21176680	3	plat	24
chr1	21176832	21176834	1	plat	2
chr1	21176843	21176845	1	plat	2
chr1	21176921	21176923	1	plat	2
chr1	21177414	21177416	1	plat	2
chr1	21178162	21178164	1	plat	2
chr1	21179100	21179169	3	plat	69
chr1	21181963	21181965	1	plat	2
chr1	21183265	21183267	1	plat	2
chr1	21183841	21183843	1	plat	2
chr1	21183903	21183905	1	plat	2
chr1	21184816	21184818	1	plat	2
chr1	21186357	21186359	1	plat	2
chr1	21186817	21186819	1	plat	2
chr1	21189242	21189244	1	plat	2
chr1	21190014	21190016	1	pmex	2
chr1	21190250	21190252	1	plat	2
chr1	21190766	21190768	1	plat	2
chr1	21191979	21191981	1	plat	2
chr1	21193259	21193261	1	plat	2
chr1	21193364	21193366	1	plat	2
chr1	21194315	21194317	1	plat	2
chr1	21194316	21194318	1	plat	2
chr1	21195448	21195450	1	plat	2
chr1	21195861	21195863	1	plat	2
chr1	21195896	21195898	1	plat	2
chr1	21196979	21196981	1	plat	2
chr1	21197879	21197881	1	plat	2
chr1	21198730	21198732	1	plat	2
chr1	21198769	21198771	1	plat	2
chr1	21199313	21199336	6	pmex	23
chr1	21199606	21199608	1	plat	2
chr1	21200367	21200369	1	plat	2
chr1	21200431	21200433	1	plat	2
chr1	21200687	21200689	1	plat	2
chr1	21200703	21200705	1	plat	2
chr1	21200966	21200968	1	plat	2
chr1	21201044	21201046	1	plat	2
chr1	21201558	21201560	1	plat	2
chr1	21202108	21202110	1	plat	2
chr1	21203899	21203901	1	plat	2
chr1	21204087	21204089	1	plat	2
chr1	21204174	21204176	1	plat	2
chr1	21204373	21204375	1	plat	2
chr1	21204492	21204494	1	plat	2
chr1	21204687	21204689	1	plat	2
chr1	21205112	21205114	1	plat	2
chr1	21206092	21206094	1	pmex	2
chr1	21206110	21206112	1	pmex	2
chr1	21207654	21207656	1	plat	2
chr1	21208025	21208027	1	plat	2
chr1	21208393	21208395	1	plat	2
chr1	21208444	21208446	1	plat	2
chr1	21208560	21208562	1	plat	2
chr1	21208729	21208731	1	plat	2
chr1	21211361	21211365	3	plat	4
chr1	21212071	21212073	1	plat	2
chr1	21212989	21212991	1	plat	2
chr1	21214797	21214799	1	plat	2
chr1	21214923	21214925	1	plat	2
chr1	21216668	21216670	1	plat	2
chr1	21217222	21217224	1	plat	2
chr1	21217486	21217488	1	plat	2
chr1	21218007	21218009	1	plat	2
chr1	21218008	21218010	1	plat	2
chr1	21218448	21218450	1	plat	2
chr1	21218623	21218625	1	pmex	2
chr1	21220343	21220345	1	plat	2
chr1	21220380	21220382	1	pmex	2
chr1	21220475	21220477	1	plat	2
chr1	21221491	21221493	1	plat	2
chr1	21221526	21221528	1	plat	2
chr1	21222173	21222175	1	plat	2
chr1	21223381	21223383	1	plat	2
chr1	21223579	21223581	1	plat	2
chr1	21224592	21224594	1	plat	2
chr1	21225084	21225086	1	plat	2
chr1	21226090	21226092	1	plat	2
chr1	21227063	21227065	1	plat	2
chr1	21227375	21227377	1	plat	2
chr1	21228289	21228291	1	plat	2
chr1	21228543	21228545	1	plat	2
chr1	21229107	21229109	1	plat	2
chr1	21229199	21229201	1	plat	2
chr1	21229497	21229499	1	plat	2
chr1	21229527	21229529	1	plat	2
chr1	21229787	21229789	1	plat	2
chr1	21230052	21230054	1	plat	2
chr1	21231035	21231037	1	plat	2
chr1	21231212	21231214	1	plat	2
chr1	21232570	21232572	1	plat	2
chr1	21233356	21233358	1	plat	2
chr1	21233614	21233616	1	plat	2
chr1	21234130	21234132	1	plat	2
chr1	21235704	21235706	1	plat	2
chr1	21236708	21236710	1	plat	2
chr1	21236947	21236949	1	plat	2
chr1	21236950	21236952	1	plat	2
chr1	21237348	21237350	1	plat	2
chr1	21237821	21237823	1	plat	2
chr1	21237822	21237824	1	plat	2
chr1	21238172	21238174	1	plat	2
chr1	21238367	21238369	1	plat	2
chr1	21238495	21238497	1	plat	2
chr1	21239098	21239100	1	plat	2
chr1	21239242	21239244	1	plat	2
chr1	21240204	21240206	1	plat	2
chr1	21240258	21240260	1	plat	2
chr1	21240306	21240308	1	pmex	2
chr1	21241117	21241119	1	plat	2
chr1	21241499	21241501	1	plat	2
chr1	21241527	21241529	1	plat	2
chr1	21241864	21241866	1	plat	2
chr1	21241943	21241945	1	plat	2
chr1	21242039	21242041	1	plat	2
chr1	21245831	21245833	1	plat	2
chr1	21246061	21246063	1	plat	2
chr1	21247005	21247007	1	plat	2
chr1	21247107	21247109	1	plat	2
chr1	21249336	21249338	1	plat	2
chr1	21250097	21250099	1	plat	2
chr1	21251690	21251692	1	plat	2
chr1	21252938	21252940	1	plat	2
chr1	21253129	21253131	1	plat	2
chr1	21253653	21253655	1	plat	2
chr1	21254825	21254827	1	plat	2
chr1	21255262	21255264	1	pmex	2
chr1	21255275	21255277	1	plat	2
chr1	21255276	21255278	1	plat	2
chr1	21255556	21255558	1	plat	2
chr1	21255666	21255668	1	plat	2
chr1	21255815	21255817	1	pmex	2
chr1	21255821	21255823	1	pmex	2
chr1	21255873	21255875	1	pmex	2
chr1	21255884	21255886	1	pmex	2
chr1	21256028	21256030	1	pmex	2
chr1	21256089	21256091	1	plat	2
chr1	21256241	21256243	1	pmex	2
chr1	21258545	21258547	1	plat	2
chr1	21259160	21259162	1	plat	2
chr1	21259931	21259933	1	pmex	2
chr1	21260166	21260168	1	plat	2
chr1	21261219	21261221	1	plat	2
chr1	21261360	21261398	5	pmex	38
chr1	21263852	21263854	1	plat	2
chr1	21264265	21264359	9	plat	94
chr1	21264437	21264439	1	plat	2
chr1	21264498	21264500	1	plat	2
chr1	21264769	21264771	1	plat	2
chr1	21266444	21266446	1	plat	2
chr1	21266503	21266505	1	pmex	2
chr1	21266593	21266595	1	plat	2
chr1	21267284	21267286	1	plat	2
chr1	21267347	21267349	1	plat	2
chr1	21268672	21268674	1	plat	2
chr1	21269245	21269247	1	plat	2
chr1	21270071	21270073	1	plat	2
chr1	21270088	21270090	1	plat	2
chr1	21271002	21271004	1	plat	2
chr1	21272274	21272276	1	plat	2
chr1	21272326	21272328	1	plat	2
chr1	21272527	21272529	1	plat	2
chr1	21272575	21272577	1	plat	2
chr1	21272713	21272715	1	plat	2
chr1	21272966	21272968	1	plat	2
chr1	21273151	21273153	1	plat	2
chr1	21274481	21274593	3	plat	112
chr1	21275559	21275561	1	plat	2
chr1	21276670	21276672	1	plat	2
chr1	21277291	21277293	1	plat	2
chr1	21277293	21277295	1	plat	2
chr1	21278484	21278486	1	plat	2
chr1	21278571	21278573	1	plat	2
chr1	21280362	21280364	1	plat	2
chr1	21280488	21280490	1	plat	2
chr1	21281198	21281200	1	plat	2
chr1	21281329	21281331	1	plat	2
chr1	21281562	21281564	1	plat	2
chr1	21282420	21282422	1	plat	2
chr1	21282462	21282464	1	plat	2
chr1	21282603	21282605	1	plat	2
chr1	21282642	21282644	1	plat	2
chr1	21282945	21282947	1	plat	2
chr1	21285388	21285390	1	plat	2
chr1	21285411	21285413	1	plat	2
chr1	21285609	21285611	1	plat	2
chr1	21286016	21286018	1	plat	2
chr1	21288060	21288062	1	plat	2
chr1	21288371	21288373	1	plat	2
chr1	21288414	21288416	1	plat	2
chr1	21289033	21289035	1	plat	2
chr1	21290867	21290869	1	plat	2
chr1	21291735	21291737	1	pmex	2
chr1	21291805	21291807	1	plat	2
chr1	21292264	21292266	1	plat	2
chr1	21292734	21292736	1	plat	2
chr1	21294537	21294539	1	plat	2
chr1	21295436	21295438	1	plat	2
chr1	21295903	21295905	1	plat	2
chr1	21295981	21295983	1	plat	2
chr1	21296445	21296447	1	plat	2
chr1	21298309	21298311	1	pmex	2
chr1	21300594	21300596	1	plat	2
chr1	21302112	21302114	1	plat	2
chr1	21303881	21303883	1	plat	2
chr1	21304840	21304842	1	pmex	2
chr1	21304981	21304983	1	plat	2
chr1	21305236	21305238	1	plat	2
chr1	21305240	21305242	1	plat	2
chr1	21305547	21305549	1	plat	2
chr1	21309846	21309848	1	plat	2
chr1	21310480	21310482	1	pmex	2
chr1	21310600	21310602	1	plat	2
chr1	21313220	21313222	1	plat	2
chr1	21314685	21314687	1	plat	2
chr1	21315713	21315715	1	plat	2
chr1	21321244	21321246	1	plat	2
chr1	21321415	21321417	1	plat	2
chr1	21321465	21321467	1	plat	2
chr1	21321875	21321877	1	plat	2
chr1	21322275	21322277	1	plat	2
chr1	21323302	21323304	1	plat	2
chr1	21324982	21324984	1	plat	2
chr1	21326897	21326899	1	plat	2
chr1	21326898	21326900	1	plat	2
chr1	21327302	21327304	1	plat	2
chr1	21327856	21327858	1	plat	2
chr1	21328377	21328379	1	plat	2
chr1	21328392	21328394	1	plat	2
chr1	21333403	21333405	1	plat	2
chr1	21334022	21334024	1	plat	2
chr1	21334563	21334565	1	plat	2
chr1	21335494	21335496	1	plat	2
chr1	21335994	21335996	1	plat	2
chr1	21336657	21336659	1	pmex	2
chr1	21336658	21336660	1	pmex	2
chr1	21339419	21339421	1	plat	2
chr1	21340400	21340402	1	plat	2
chr1	21341043	21341045	1	plat	2
chr1	21341469	21341471	1	plat	2
chr1	21341985	21341987	1	plat	2
chr1	21342363	21342365	1	plat	2
chr1	21344812	21344814	1	plat	2
chr1	21344869	21344871	1	plat	2
chr1	21345028	21345030	1	pmex	2
chr1	21345031	21345033	1	pmex	2
chr1	21347318	21347320	1	plat	2
chr1	21347979	21347981	1	plat	2
chr1	21348234	21348236	1	pmex	2
chr1	21348713	21348715	1	pmex	2
chr1	21348830	21348832	1	plat	2
chr1	21348901	21348903	1	pmex	2
chr1	21349075	21349077	1	plat	2
chr1	21349329	21349331	1	plat	2
chr1	21351369	21351371	1	plat	2
chr1	21351813	21351815	1	pmex	2
chr1	21352039	21352041	1	pmex	2
chr1	21352040	21352042	1	pmex	2
chr1	21352508	21352510	1	plat	2
chr1	21352622	21352624	1	plat	2
chr1	21352749	21352751	1	plat	2
chr1	21353627	21353629	1	plat	2
chr1	21354524	21354526	1	plat	2
chr1	21356088	21356090	1	plat	2
chr1	21357191	21357193	1	plat	2
chr1	21357426	21357428	1	pmex	2
chr1	21357432	21357434	1	pmex	2
chr1	21358775	21358777	1	plat	2
chr1	21359277	21359279	1	plat	2
chr1	21359460	21359462	1	plat	2
chr1	21359484	21359486	1	pmex	2
chr1	21360126	21360128	1	plat	2
chr1	21360128	21360130	1	plat	2
chr1	21360242	21360244	1	plat	2
chr1	21362609	21362611	1	plat	2
chr1	21362862	21362864	1	plat	2
chr1	21364755	21364757	1	plat	2
chr1	21364812	21364814	1	plat	2
chr1	21365519	21365521	1	pmex	2
chr1	21365539	21365758	4	plat	219
chr1	21365916	21365972	19	plat	56
chr1	21366121	21366123	1	pmex	2
chr1	21366182	21366184	1	plat	2
chr1	21367059	21367061	1	plat	2
chr1	21368203	21368205	1	plat	2
chr1	21368950	21368952	1	plat	2
chr1	21369112	21369114	1	plat	2
chr1	21369193	21369195	1	plat	2
chr1	21370111	21370113	1	plat	2
chr1	21370396	21370398	1	pmex	2
chr1	21370569	21370571	1	plat	2
chr1	21370640	21370642	1	plat	2
chr1	21371375	21371377	1	plat	2
chr1	21372247	21372249	1	pmex	2
chr1	21374981	21374983	1	plat	2
chr1	21375127	21375129	1	pmex	2
chr1	21375572	21375574	1	plat	2
chr1	21375950	21375952	1	plat	2
chr1	21376259	21376261	1	plat	2
chr1	21376741	21376743	1	plat	2
chr1	21376902	21376904	1	plat	2
chr1	21377561	21377563	1	plat	2
chr1	21377915	21377917	1	plat	2
chr1	21378804	21378806	1	plat	2
chr1	21379459	21379461	1	pmex	2
chr1	21379643	21379645	1	plat	2
chr1	21379794	21379796	1	plat	2
chr1	21379943	21379945	1	plat	2
chr1	21380377	21380379	1	plat	2
chr1	21380420	21380422	1	plat	2
chr1	21380509	21380511	1	plat	2
chr1	21380773	21380775	1	plat	2
chr1	21381267	21381269	1	plat	2
chr1	21381291	21381293	1	pmex	2
chr1	21381398	21381400	1	plat	2
chr1	21381443	21381445	1	plat	2
chr1	21381449	21381484	4	plat	35
chr1	21381624	21381626	1	pmex	2
chr1	21381707	21381709	1	plat	2
chr1	21381759	21381761	1	pmex	2
chr1	21382032	21382034	1	plat	2
chr1	21382159	21382161	1	plat	2
chr1	21382758	21382760	1	plat	2
chr1	21382968	21383084	10	plat	116
chr1	21383523	21383525	1	plat	2
chr1	21384006	21384010	3	pmex	4
chr1	21384012	21384014	1	pmex	2
chr1	21384360	21384362	1	plat	2
chr1	21384773	21384775	1	plat	2
chr1	21385007	21385009	1	plat	2
chr1	21385010	21385012	1	plat	2
chr1	21385850	21385946	32	plat	96
chr1	21387597	21387599	1	plat	2
chr1	21388000	21388002	1	plat	2
chr1	21388113	21388115	1	plat	2
chr1	21388114	21388116	1	plat	2
chr1	21388321	21388323	1	plat	2
chr1	21388399	21388401	1	plat	2
chr1	21389228	21389230	1	plat	2
chr1	21389494	21389496	1	plat	2
chr1	21389534	21389536	1	plat	2
chr1	21389624	21389626	1	plat	2
chr1	21389634	21389636	1	plat	2
chr1	21389808	21389810	1	plat	2
chr1	21390414	21390416	1	pmex	2
chr1	21390430	21390432	1	pmex	2
chr1	21390825	21390827	1	plat	2
chr1	21390891	21390893	1	plat	2
chr1	21391037	21391039	1	plat	2
chr1	21391221	21391223	1	plat	2
chr1	21391332	21391334	1	plat	2
chr1	21391411	21391413	1	plat	2
chr1	21391486	21391488	1	pmex	2
chr1	21391543	21391545	1	plat	2
chr1	21391660	21391662	1	plat	2
chr1	21391780	21391782	1	plat	2
chr1	21391783	21391785	1	plat	2
chr1	21391930	21391932	1	plat	2
chr1	21391948	21391950	1	plat	2
chr1	21392033	21392035	1	plat	2
chr1	21392141	21392143	1	plat	2
chr1	21392254	21392256	1	plat	2
chr1	21392408	21392410	1	pmex	2
chr1	21392425	21392427	1	plat	2
chr1	21392558	21392560	1	plat	2
chr1	21392678	21392680	1	plat	2
chr1	21393342	21393344	1	plat	2
chr1	21393352	21393354	1	plat	2
chr1	21393405	21393407	1	plat	2
chr1	21393860	21393862	1	plat	2
chr1	21394017	21394168	3	plat	151
chr1	21394487	21394489	1	plat	2
chr1	21394901	21394903	1	plat	2
chr1	21395090	21395092	1	plat	2
chr1	21395476	21395478	1	plat	2
chr1	21395615	21395617	1	plat	2
chr1	21395669	21395671	1	plat	2
chr1	21395695	21395697	1	plat	2
chr1	21395730	21395732	1	plat	2
chr1	21395798	21395800	1	plat	2
chr1	21395865	21395867	1	plat	2
chr1	21395966	21395968	1	plat	2
chr1	21396034	21396036	1	plat	2
chr1	21396184	21396186	1	plat	2
chr1	21396240	21396242	1	plat	2
chr1	21396256	21396258	1	plat	2
chr1	21396601	21396603	1	plat	2
chr1	21398557	21398559	1	plat	2
chr1	21398561	21398563	1	plat	2
chr1	21398564	21398566	1	plat	2
chr1	21398625	21398627	1	plat	2
chr1	21398792	21398794	1	plat	2
chr1	21399788	21399790	1	plat	2
chr1	21400011	21400013	1	plat	2
chr1	21400350	21400352	1	plat	2
chr1	21400439	21400441	1	plat	2
chr1	21400534	21400536	1	plat	2
chr1	21400623	21400625	1	plat	2
chr1	21400712	21400714	1	plat	2
chr1	21400754	21400756	1	plat	2
chr1	21400765	21400767	1	plat	2
chr1	21401009	21401011	1	plat	2
chr1	21401956	21401958	1	plat	2
chr1	21402085	21402087	1	plat	2
chr1	21402115	21402267	7	plat	152
chr1	21402548	21402550	1	plat	2
chr1	21402603	21402673	4	plat	70
chr1	21402744	21402746	1	plat	2
chr1	21402982	21402984	1	plat	2
chr1	21403112	21403114	1	plat	2
chr1	21404532	21404534	1	plat	2
chr1	21404860	21404862	1	plat	2
chr1	21404865	21404867	1	plat	2
chr1	21405555	21405557	1	plat	2
chr1	21405881	21405883	1	pmex	2
chr1	21406199	21406201	1	plat	2
chr1	21406212	21406214	1	plat	2
chr1	21406250	21406252	1	plat	2
chr1	21406343	21406345	1	plat	2
chr1	21406460	21406462	1	plat	2
chr1	21406565	21406567	1	plat	2
chr1	21406612	21406614	1	plat	2
chr1	21406676	21406678	1	plat	2
chr1	21406681	21406683	1	plat	2
chr1	21406890	21406892	1	plat	2
chr1	21407139	21407141	1	plat	2
chr1	21407140	21407142	1	plat	2
chr1	21407242	21407300	3	plat	58
chr1	21407381	21407383	1	plat	2
chr1	21407580	21407582	1	plat	2
chr1	21407628	21407630	1	plat	2
chr1	21408046	21408048	1	plat	2
chr1	21408072	21408074	1	pmex	2
chr1	21408096	21408098	1	plat	2
chr1	21408184	21408186	1	plat	2
chr1	21408439	21408441	1	plat	2
chr1	21408686	21408688	1	plat	2
chr1	21409008	21409010	1	plat	2
chr1	21409152	21409154	1	pmex	2
chr1	21409168	21409170	1	pmex	2
chr1	21409172	21409182	3	pmex	10
chr1	21409518	21409520	1	plat	2
chr1	21409997	21409999	1	plat	2
chr1	21410451	21410453	1	plat	2
chr1	21410506	21410508	1	plat	2
chr1	21410685	21410687	1	plat	2
chr1	21411095	21411097	1	pmex	2
chr1	21411111	21411113	1	pmex	2
chr1	21411197	21411199	1	plat	2
chr1	21411340	21411342	1	plat	2
chr1	21411611	21411613	1	plat	2
chr1	21412117	21412119	1	pmex	2
chr1	21412154	21412156	1	plat	2
chr1	21412303	21412305	1	plat	2
chr1	21412444	21412446	1	pmex	2
chr1	21412511	21412536	3	plat	25
chr1	21412776	21413148	6	pmex	372
chr1	21413431	21413433	1	plat	2
chr1	21413578	21413580	1	plat	2
chr1	21413925	21413927	1	plat	2
chr1	21414017	21414019	1	plat	2
chr1	21414283	21414285	1	plat	2
chr1	21414287	21414289	1	plat	2
chr1	21414518	21414520	1	pmex	2
chr1	21414535	21414537	1	pmex	2
chr1	21414640	21414642	1	plat	2
chr1	21416041	21416043	1	plat	2
chr1	21416685	21416687	1	pmex	2
chr1	21417242	21417244	1	plat	2
chr1	21417308	21417310	1	plat	2
chr1	21418192	21418194	1	plat	2
chr1	21418358	21418360	1	plat	2
chr1	21419087	21419089	1	plat	2
chr1	21420707	21420709	1	plat	2
chr1	21420795	21420797	1	plat	2
chr1	21420998	21421000	1	pmex	2
chr1	21421127	21421129	1	plat	2
chr1	21421143	21421145	1	plat	2
chr1	21421171	21421232	3	plat	61
chr1	21422590	21422592	1	plat	2
chr1	21422601	21422603	1	plat	2
chr1	21423199	21423201	1	plat	2
chr1	21424392	21424394	1	plat	2
chr1	21424415	21424417	1	plat	2
chr1	21424764	21426159	12	pmex	1395
chr1	21426773	21427036	7	pmex	263
chr1	21427272	21427413	4	pmex	141
chr1	21427496	21427586	4	pmex	90
chr1	21427828	21427830	1	plat	2
chr1	21427842	21427844	1	pmex	2
chr1	21428132	21428134	1	plat	2
chr1	21428133	21428753	7	pmex	620
chr1	21428967	21428969	1	pmex	2
chr1	21429618	21429620	1	plat	2
chr1	21429846	21429851	4	plat	5
chr1	21430049	21432378	31	plat	2329
chr1	21432565	21432567	1	plat	2
chr1	21432568	21432570	1	plat	2
chr1	21433259	21433261	1	pmex	2
chr1	21433614	21433616	1	plat	2
chr1	21433737	21434492	10	pmex	755
chr1	21434773	21434775	1	pmex	2
chr1	21434810	21434812	1	plat	2
chr1	21434978	21435686	29	pmex	708
chr1	21435793	21435999	7	pmex	206
chr1	21436075	21441345	92	pmex	5270
chr1	21441756	21441758	1	plat	2
chr1	21442007	21442009	1	plat	2
chr1	21442051	21442053	1	plat	2
chr1	21442157	21442159	1	plat	2
chr1	21443863	21443874	3	plat	11
chr1	21444410	21444412	1	plat	2
chr1	21444980	21444982	1	pmex	2
chr1	21445588	21445590	1	plat	2
chr1	21445611	21445613	1	plat	2
chr1	21445632	21445634	1	plat	2
chr1	21445639	21445641	1	plat	2
chr1	21445836	21445838	1	plat	2
chr1	21445917	21446050	9	plat	133
chr1	21446209	21446272	4	plat	63
chr1	21446421	21446423	1	plat	2
chr1	21446789	21446791	1	pmex	2
chr1	21446913	21446915	1	pmex	2
chr1	21447702	21447704	1	plat	2
chr1	21448294	21448296	1	plat	2
chr1	21448821	21448823	1	plat	2
chr1	21448822	21448824	1	plat	2
chr1	21449904	21449906	1	plat	2
chr1	21450354	21450356	1	plat	2
chr1	21450897	21450899	1	plat	2
chr1	21451938	21451940	1	plat	2
chr1	21452007	21452009	1	plat	2
chr1	21452412	21452414	1	plat	2
chr1	21452569	21452571	1	plat	2
chr1	21452829	21452831	1	plat	2
chr1	21453222	21453224	1	plat	2
chr1	21453387	21453389	1	plat	2
chr1	21453640	21453654	3	plat	14
chr1	21453721	21453723	1	plat	2
chr1	21453890	21453892	1	plat	2
chr1	21453935	21453937	1	plat	2
chr1	21453969	21454152	3	plat	183
chr1	21454333	21454335	1	plat	2
chr1	21454418	21454420	1	plat	2
chr1	21455201	21455203	1	plat	2
chr1	21455222	21455224	1	plat	2
chr1	21455256	21455258	1	plat	2
chr1	21455300	21455302	1	plat	2
chr1	21455849	21455851	1	plat	2
chr1	21455995	21455997	1	plat	2
chr1	21456829	21456831	1	plat	2
chr1	21456951	21456953	1	plat	2
chr1	21457035	21457037	1	plat	2
chr1	21457333	21457335	1	pmex	2
chr1	21457491	21457493	1	plat	2
chr1	21457766	21457806	3	plat	40
chr1	21457998	21458000	1	plat	2
chr1	21458368	21458370	1	plat	2
chr1	21458590	21458592	1	plat	2
chr1	21458765	21458767	1	plat	2
chr1	21459568	21459570	1	plat	2
chr1	21459726	21459728	1	plat	2
chr1	21459795	21459797	1	plat	2
chr1	21460012	21460014	1	plat	2
chr1	21460449	21460451	1	plat	2
chr1	21461187	21461189	1	plat	2
chr1	21461321	21461323	1	plat	2
chr1	21462190	21462244	8	plat	54
chr1	21462495	21462497	1	plat	2
chr1	21463366	21463368	1	plat	2
chr1	21463724	21463726	1	plat	2
chr1	21465101	21465103	1	plat	2
chr1	21465199	21465201	1	plat	2
chr1	21465299	21465301	1	plat	2
chr1	21465445	21465447	1	plat	2
chr1	21466320	21466322	1	plat	2
chr1	21467037	21467039	1	pmex	2
chr1	21467052	21467054	1	pmex	2
chr1	21468997	21468999	1	pmex	2
chr1	21469708	21469710	1	plat	2
chr1	21469791	21469793	1	plat	2
chr1	21469799	21469801	1	plat	2
chr1	21470110	21470112	1	plat	2
chr1	21470470	21470472	1	plat	2
chr1	21471521	21471523	1	plat	2
chr1	21474593	21474595	1	plat	2
chr1	21474811	21474813	1	plat	2
chr1	21475244	21475246	1	plat	2
chr1	21476138	21476140	1	plat	2
chr1	21476206	21476208	1	plat	2
chr1	21476440	21476442	1	plat	2
chr1	21477268	21477270	1	plat	2
chr1	21478350	21478352	1	plat	2
chr1	21478432	21478434	1	plat	2
chr1	21479038	21479040	1	plat	2
chr1	21479846	21479848	1	plat	2
chr1	21480284	21480286	1	plat	2
chr1	21480326	21480328	1	plat	2
chr1	21481090	21481092	1	plat	2
chr1	21481243	21481245	1	plat	2
chr1	21481358	21481360	1	plat	2
chr1	21481369	21481371	1	plat	2
chr1	21481926	21481928	1	plat	2
chr1	21482337	21482339	1	plat	2
chr1	21483353	21483355	1	plat	2
chr1	21483367	21483369	1	plat	2
chr1	21483571	21483573	1	plat	2
chr1	21483626	21483628	1	plat	2
chr1	21484017	21484019	1	plat	2
chr1	21484789	21484791	1	pmex	2
chr1	21484939	21484941	1	plat	2
chr1	21485526	21485528	1	plat	2
chr1	21485625	21485627	1	plat	2
chr1	21485653	21485655	1	plat	2
chr1	21485664	21485666	1	plat	2
chr1	21485830	21485832	1	plat	2
chr1	21487075	21487077	1	plat	2
chr1	21487685	21487687	1	plat	2
chr1	21488231	21488233	1	plat	2
chr1	21488983	21488985	1	plat	2
chr1	21489079	21489081	1	plat	2
chr1	21489829	21489831	1	plat	2
chr1	21490474	21490476	1	plat	2
chr1	21490489	21490491	1	plat	2
chr1	21490513	21490515	1	plat	2
chr1	21490806	21490808	1	plat	2
chr1	21491245	21491258	3	plat	13
chr1	21491819	21491821	1	plat	2
chr1	21492060	21492062	1	plat	2
chr1	21492511	21492513	1	plat	2
chr1	21493122	21493124	1	pmex	2
chr1	21493159	21493161	1	pmex	2
chr1	21494623	21494625	1	plat	2
chr1	21494628	21494630	1	pmex	2
chr1	21495372	21495374	1	plat	2
chr1	21495627	21495629	1	plat	2
chr1	21495936	21495938	1	plat	2
chr1	21496050	21496052	1	plat	2
chr1	21496163	21496165	1	plat	2
chr1	21496889	21496891	1	plat	2
chr1	21496968	21496970	1	plat	2
chr1	21497745	21497747	1	plat	2
chr1	21498628	21498630	1	plat	2
chr1	21500197	21500199	1	pmex	2
chr1	21501544	21501546	1	plat	2
chr1	21501913	21501915	1	pmex	2
chr1	21502268	21502270	1	plat	2
chr1	21502317	21502319	1	pmex	2
chr1	21502330	21502332	1	plat	2
chr1	21502639	21502641	1	plat	2
chr1	21503833	21503835	1	plat	2
chr1	21504663	21504733	3	plat	70
chr1	21505256	21505258	1	plat	2
chr1	21505438	21505440	1	plat	2
chr1	21505635	21505637	1	plat	2
chr1	21505857	21505859	1	plat	2
chr1	21506043	21506045	1	plat	2
chr1	21506080	21506082	1	plat	2
chr1	21506154	21506156	1	plat	2
chr1	21506185	21506187	1	plat	2
chr1	21506186	21506188	1	plat	2
chr1	21506277	21506279	1	plat	2
chr1	21506495	21506497	1	plat	2
chr1	21506583	21506585	1	plat	2
chr1	21507508	21507510	1	plat	2
chr1	21507550	21507552	1	plat	2
chr1	21507673	21507675	1	plat	2
chr1	21507782	21507784	1	plat	2
chr1	21508014	21508016	1	plat	2
chr1	21509937	21509939	1	pmex	2
chr1	21510852	21510854	1	plat	2
chr1	21511119	21511121	1	pmex	2
chr1	21511540	21511542	1	pmex	2
chr1	21512486	21512488	1	plat	2
chr1	21512569	21512571	1	pmex	2
chr1	21512574	21512576	1	pmex	2
chr1	21512853	21512855	1	plat	2
